file_name,aspect_ratio,solidity,extent,top_width_ratio,hu_moment_1,century,target_shape
cropped_11437_3.jpg,1.38,1.0,0.77,0.53,0.7404,20,onion
cropped_00382_1.jpg,1.5,1.0,0.72,0.24,0.726,18,onion
cropped_00382_2.jpg,0.74,1.0,0.58,0.12,0.7275,18,onion
cropped_00382_3.jpg,0.4,1.0,0.75,0.48,0.5943,18,onion
cropped_05897_1.jpg,0.31,1.0,0.69,0.52,0.4825,16,onion
cropped_05897_2.jpg,0.53,1.0,0.69,0.21,0.6874,16,onion
cropped_05897_3.jpg,0.4,1.0,0.7,0.49,0.5502,16,onion
cropped_05900_1.jpg,0.63,1.0,0.66,0.33,0.6745,18,onion
cropped_05900_2.jpg,1.0,1.0,0.72,0.24,0.7654,18,onion
cropped_05900_3.jpg,0.75,1.0,0.61,0.21,0.726,18,onion
cropped_05164_1.jpg,0.96,1.0,0.67,0.26,0.7539,19,onion
cropped_05164_2.jpg,0.95,1.0,0.68,0.16,0.7674,19,onion
cropped_05164_3.jpg,0.97,1.0,0.6,0.18,0.7386,19,onion
cropped_27615_1.jpg,1.77,1.0,0.67,0.19,0.6888,21,helmet
cropped_27615_2.jpg,1.81,1.0,0.67,0.2,0.682,21,helmet
cropped_27615_3.jpg,1.68,1.0,0.64,0.18,0.6985,21,helmet
cropped_05960_1.jpg,0.65,1.0,0.99,0.99,0.7411,20,onion
cropped_05960_2.jpg,0.75,1.0,0.95,0.99,0.7643,20,onion
cropped_05960_3.jpg,0.55,1.0,0.74,0.26,0.7215,20,onion
cropped_00648_1.jpg,1.03,1.0,0.62,0.13,0.732,17,tent
cropped_00648_2.jpg,1.35,1.0,0.72,1.0,0.7245,17,tent
cropped_00648_3.jpg,0.69,1.0,0.99,0.99,0.7489,17,tent
cropped_54375_1.jpg,1.77,1.0,0.79,0.92,0.727,21,onion
cropped_54375_2.jpg,1.83,1.0,0.78,0.97,0.7139,21,onion
cropped_54375_3.jpg,1.54,1.0,0.76,0.73,0.7615,21,onion
cropped_35254_1.jpg,0.52,1.0,0.56,0.21,0.6123,18,tent
cropped_35254_2.jpg,0.52,1.0,0.55,0.1,0.6246,18,tent
cropped_00152_1.jpg,0.78,1.0,0.73,0.36,0.7317,15,onion
cropped_00152_2.jpg,0.86,1.0,0.64,0.14,0.747,15,onion
cropped_00152_3.jpg,2.48,1.0,0.78,0.98,0.5678,15,onion
cropped_03088_1.jpg,0.81,1.0,0.65,0.16,0.7715,18,onion
cropped_03088_2.jpg,0.8,1.0,0.66,0.18,0.7764,18,onion
cropped_03088_3.jpg,0.71,1.0,0.67,0.19,0.7429,18,onion
cropped_09446_1.jpg,0.47,1.0,0.64,0.34,0.6144,19,onion
cropped_09446_2.jpg,0.67,1.0,0.6,0.26,0.7429,19,onion
cropped_09446_3.jpg,0.44,1.0,0.62,0.35,0.5823,19,onion
cropped_05167_1.jpg,1.38,1.0,0.64,0.14,0.7266,17,onion
cropped_05167_2.jpg,2.71,1.0,0.85,0.99,0.5399,17,onion
cropped_05167_3.jpg,1.07,1.0,0.72,0.27,0.7883,17,onion
cropped_05166_1.jpg,0.73,1.0,0.65,0.16,0.7326,16,onion
cropped_05166_2.jpg,2.09,1.0,0.77,0.63,0.649,16,onion
cropped_05166_3.jpg,0.96,1.0,0.59,0.13,0.7344,16,onion
cropped_03090_1.jpg,0.71,1.0,0.99,1.0,0.7525,19,onion
cropped_03090_2.jpg,0.6,1.0,0.6,0.14,0.7097,19,onion
cropped_03090_3.jpg,0.56,1.0,0.66,0.14,0.7099,19,onion
cropped_00388_1.jpg,0.58,1.0,0.65,0.89,0.6266,17,tent
cropped_00388_2.jpg,2.22,1.0,0.82,0.37,0.6254,17,tent
cropped_00388_3.jpg,0.61,1.0,0.74,0.97,0.6811,17,tent
cropped_35291_1.jpg,0.79,1.0,0.76,1.0,0.7447,18,tent
cropped_35291_2.jpg,1.91,1.0,0.8,0.51,0.6853,18,tent
cropped_00649_1.jpg,1.59,1.0,0.63,0.22,0.6879,17,onion
cropped_00649_2.jpg,0.59,1.0,0.59,0.13,0.6871,17,onion
cropped_00649_3.jpg,0.97,1.0,0.64,0.13,0.7617,17,onion
cropped_05901_1.jpg,1.14,1.0,0.76,0.39,0.7821,18,onion
cropped_05901_2.jpg,1.29,1.0,0.68,0.23,0.7668,18,onion
cropped_05901_3.jpg,1.5,1.0,0.79,0.56,0.7342,18,onion
cropped_18678_1.jpg,0.7,1.0,0.51,0.09,0.6501,21,onion
cropped_18678_2.jpg,0.59,1.0,0.56,0.27,0.6543,21,onion
cropped_18678_3.jpg,1.03,1.0,0.99,1.0,0.778,21,onion
cropped_03052_1.jpg,0.95,1.0,0.99,1.0,0.7775,17,tent
cropped_03052_2.jpg,1.02,1.0,0.99,1.0,0.778,17,tent
cropped_03052_3.jpg,0.87,1.0,0.99,1.0,0.7741,17,tent
cropped_35253_1.jpg,1.1,1.0,0.75,0.72,0.7606,20,onion
cropped_35253_2.jpg,0.85,1.0,0.76,0.79,0.7664,20,onion
cropped_35253_3.jpg,2.92,1.0,0.88,0.99,0.5364,20,onion
cropped_17879_1.jpg,0.41,1.0,0.54,0.12,0.5521,18,onion
cropped_17879_2.jpg,0.4,1.0,0.57,0.12,0.5664,18,onion
cropped_17879_3.jpg,0.42,1.0,0.67,0.41,0.5529,18,onion
cropped_35293_1.jpg,1.76,1.0,0.71,0.29,0.6694,18,onion
cropped_00434_1.jpg,1.24,1.0,0.6,0.14,0.7352,16,tent
cropped_00434_2.jpg,1.32,1.0,0.59,0.12,0.7183,16,tent
cropped_00434_3.jpg,1.24,1.0,0.51,0.1,0.7192,16,tent
cropped_17877_1.jpg,0.63,1.0,0.99,0.99,0.7317,21,onion
cropped_17877_2.jpg,1.09,1.0,0.72,0.27,0.7758,21,onion
cropped_17877_3.jpg,0.98,1.0,0.98,0.99,0.7781,21,onion
cropped_05686_1.jpg,0.84,1.0,0.62,0.14,0.7566,16,onion
cropped_05686_2.jpg,0.88,1.0,0.63,0.15,0.7658,16,onion
cropped_05686_3.jpg,0.89,1.0,0.6,0.14,0.7605,16,onion
cropped_00437_1.jpg,0.64,1.0,0.6,0.19,0.7403,18,onion
cropped_00437_2.jpg,1.01,1.0,0.99,0.99,0.7781,18,onion
cropped_00437_3.jpg,0.57,1.0,0.99,0.99,0.7134,18,onion
cropped_60094_1.jpg,0.5,1.0,0.64,0.16,0.6721,18,onion
cropped_09455_1.jpg,1.03,1.0,0.96,1.0,0.7812,18,onion
cropped_09455_2.jpg,0.79,1.0,0.98,1.0,0.7655,18,onion
cropped_09455_3.jpg,1.05,1.0,0.92,0.99,0.7768,18,onion
cropped_05691_1.jpg,2.71,1.0,0.77,0.36,0.5626,18,onion
cropped_05691_2.jpg,0.79,1.0,0.55,0.16,0.6911,18,onion
cropped_05691_3.jpg,0.58,1.0,0.68,0.17,0.7207,18,onion
cropped_22326_1.jpg,0.7,1.0,0.87,0.76,0.7344,18,onion
cropped_22326_2.jpg,0.7,1.0,0.55,0.12,0.7139,18,onion
cropped_22326_3.jpg,0.74,1.0,0.79,0.54,0.7555,18,onion
cropped_05685_1.jpg,0.65,1.0,0.54,0.19,0.6429,16,tent
cropped_05685_2.jpg,0.86,1.0,0.99,1.0,0.773,16,tent
cropped_05685_3.jpg,0.56,1.0,0.49,0.09,0.6111,16,tent
cropped_17878_1.jpg,0.8,1.0,0.68,0.2,0.7672,21,onion
cropped_17878_2.jpg,1.07,1.0,0.72,0.3,0.786,21,onion
cropped_00232_1.jpg,0.67,1.0,0.64,0.14,0.7337,14,onion
cropped_00232_2.jpg,0.8,1.0,0.66,0.15,0.7531,14,onion
cropped_00232_3.jpg,0.71,1.0,0.61,0.14,0.7333,14,onion
cropped_00444_1.jpg,0.62,1.0,0.66,0.17,0.7397,17,onion
cropped_00444_2.jpg,0.76,1.0,0.66,0.22,0.7493,17,onion
cropped_00444_3.jpg,2.07,1.0,0.83,0.82,0.6826,17,onion
cropped_05688_1.jpg,0.54,1.0,0.99,0.99,0.6989,16,onion
cropped_05688_2.jpg,0.58,1.0,0.98,0.99,0.7152,16,onion
cropped_05688_3.jpg,0.36,1.0,0.7,0.44,0.5185,16,onion
cropped_33960_1.jpg,0.75,1.0,0.99,0.99,0.7604,17,tent
cropped_33960_2.jpg,1.9,1.0,0.55,0.17,0.6702,17,tent
cropped_33960_3.jpg,1.08,1.0,0.57,0.19,0.6792,17,tent
cropped_03239_1.jpg,0.71,1.0,0.55,0.18,0.6705,21,tent
cropped_03239_2.jpg,0.99,1.0,0.93,1.0,0.7834,21,tent
cropped_03239_3.jpg,0.91,1.0,0.91,0.84,0.7789,21,tent
cropped_61578_1.jpg,1.7,1.0,0.69,0.3,0.693,21,onion
cropped_61578_2.jpg,1.27,1.0,0.77,0.62,0.7774,21,onion
cropped_03271_1.jpg,0.48,1.0,0.74,0.93,0.5823,17,onion
cropped_03271_2.jpg,0.52,1.0,0.85,0.99,0.6693,17,onion
cropped_03271_3.jpg,0.57,1.0,0.94,0.99,0.7185,17,onion
cropped_43728_1.jpg,1.06,1.0,0.66,0.14,0.7519,18,onion
cropped_05700_1.jpg,0.89,1.0,0.7,0.56,0.7909,17,onion
cropped_05700_2.jpg,0.71,1.0,0.61,0.14,0.742,17,onion
cropped_05700_3.jpg,0.68,1.0,0.78,0.3,0.7455,17,onion
cropped_00596_1.jpg,0.91,1.0,0.64,0.15,0.7651,14,onion
cropped_00596_2.jpg,1.08,1.0,0.65,0.16,0.7604,14,onion
cropped_00596_3.jpg,0.88,1.0,0.99,0.99,0.7744,14,onion
cropped_05709_1.jpg,0.6,1.0,0.63,0.21,0.6942,17,onion
cropped_05709_2.jpg,0.58,1.0,0.65,0.15,0.7133,17,onion
cropped_05709_3.jpg,0.51,1.0,0.99,1.0,0.6861,17,onion
cropped_00605_1.jpg,0.95,1.0,0.74,0.54,0.7928,18,onion
cropped_00605_2.jpg,0.54,1.0,0.58,0.18,0.7039,18,onion
cropped_00605_3.jpg,0.55,1.0,0.58,0.15,0.7088,18,onion
cropped_00594_1.jpg,1.85,1.0,0.66,0.29,0.6988,10,onion
cropped_00594_2.jpg,0.93,1.0,0.62,0.13,0.7464,10,onion
cropped_00594_3.jpg,0.87,1.0,0.66,0.17,0.7689,10,onion
cropped_00591_1.jpg,0.92,1.0,0.56,0.12,0.7301,17,onion
cropped_00591_2.jpg,0.79,1.0,0.65,0.15,0.7508,17,onion
cropped_00591_3.jpg,1.83,1.0,0.71,0.36,0.6791,17,onion
cropped_07349_1.jpg,0.83,1.0,0.64,0.15,0.7689,17,onion
cropped_07349_2.jpg,0.93,1.0,0.66,0.19,0.7517,17,onion
cropped_07349_3.jpg,0.78,1.0,0.67,0.18,0.7742,17,onion
cropped_00226_1.jpg,0.7,1.0,0.59,0.23,0.6802,14,tent
cropped_00226_2.jpg,0.93,1.0,0.99,1.0,0.777,14,tent
cropped_00226_3.jpg,0.93,1.0,0.99,1.0,0.7771,14,tent
cropped_00588_1.jpg,0.62,1.0,0.6,0.14,0.7123,17,onion
cropped_00588_2.jpg,0.91,1.0,0.94,0.86,0.778,17,onion
cropped_00588_3.jpg,1.83,1.0,0.7,0.33,0.6862,17,onion
cropped_00601_1.jpg,0.67,1.0,0.63,0.18,0.6984,18,tent
cropped_00601_2.jpg,1.02,1.0,0.99,1.0,0.778,18,tent
cropped_00601_3.jpg,0.94,1.0,0.99,1.0,0.7773,18,tent
cropped_04634_1.jpg,3.83,1.0,0.69,0.24,0.422,18,onion
cropped_00224_1.jpg,0.71,1.0,0.99,1.0,0.7518,16,onion
cropped_00224_2.jpg,0.92,1.0,0.68,0.17,0.7679,16,onion
cropped_00224_3.jpg,0.65,1.0,0.79,0.58,0.7323,16,onion
cropped_05701_1.jpg,1.35,1.0,0.5,0.1,0.7103,17,helmet
cropped_05701_2.jpg,1.41,1.0,0.49,0.1,0.7064,17,helmet
cropped_05701_3.jpg,1.35,1.0,0.94,0.95,0.7641,17,helmet
cropped_00595_1.jpg,0.56,1.0,0.99,0.99,0.7061,16,onion
cropped_00595_2.jpg,1.02,1.0,0.85,0.99,0.7831,16,onion
cropped_00595_3.jpg,0.68,1.0,0.98,0.99,0.746,16,onion
cropped_05697_1.jpg,0.49,1.0,0.65,0.17,0.6749,17,onion
cropped_05697_2.jpg,0.87,1.0,0.99,1.0,0.7742,17,onion
cropped_05697_3.jpg,0.45,1.0,0.6,0.21,0.6116,17,onion
cropped_00589_1.jpg,0.62,1.0,0.98,0.99,0.7305,17,onion
cropped_00589_2.jpg,0.55,1.0,0.98,0.99,0.7035,17,onion
cropped_00589_3.jpg,0.6,1.0,0.97,1.0,0.7252,17,onion
cropped_43250_1.jpg,0.76,1.0,0.62,0.14,0.7415,17,onion
cropped_00600_1.jpg,0.86,1.0,0.67,0.16,0.7547,18,onion
cropped_00600_2.jpg,0.39,1.0,0.55,0.12,0.5472,18,onion
cropped_00600_3.jpg,0.72,1.0,0.99,0.99,0.7549,18,onion
cropped_04149_1.jpg,0.65,1.0,0.97,0.98,0.7394,19,onion
cropped_04149_2.jpg,0.55,1.0,0.78,0.76,0.6846,19,onion
cropped_04149_3.jpg,2.2,1.0,0.76,0.39,0.6508,19,onion
cropped_06581_1.jpg,0.63,1.0,0.62,0.24,0.743,19,onion
cropped_06581_2.jpg,1.22,1.0,0.66,0.15,0.7428,19,onion
cropped_06581_3.jpg,1.28,1.0,0.72,0.36,0.7569,19,onion
cropped_00090_1.jpg,1.14,1.0,0.99,0.99,0.7745,17,helmet
cropped_00090_2.jpg,1.45,1.0,0.53,0.11,0.7125,17,helmet
cropped_00090_3.jpg,1.62,1.0,0.57,0.13,0.7069,17,helmet
cropped_44892_1.jpg,0.86,1.0,0.98,0.99,0.7735,21,onion
cropped_44892_2.jpg,1.54,1.0,0.78,0.7,0.7554,21,onion
cropped_44892_3.jpg,2.1,1.0,0.79,0.56,0.6648,21,onion
cropped_14750_1.jpg,0.4,1.0,0.98,0.99,0.6176,19,onion
cropped_14750_2.jpg,0.54,1.0,0.99,0.99,0.6996,19,onion
cropped_14750_3.jpg,0.48,1.0,0.99,0.99,0.6702,19,onion
cropped_49519_1.jpg,0.83,1.0,0.64,0.24,0.7323,17,helmet
cropped_04148_1.jpg,0.76,1.0,0.77,0.58,0.7794,20,onion
cropped_04148_2.jpg,1.23,1.0,0.86,0.75,0.7667,20,onion
cropped_04148_3.jpg,1.11,1.0,0.89,0.79,0.7759,20,onion
cropped_03961_1.jpg,1.03,1.0,0.75,0.5,0.7561,16,onion
cropped_03961_2.jpg,0.83,1.0,0.67,0.27,0.7631,16,onion
cropped_03961_3.jpg,1.06,1.0,0.99,1.0,0.7775,16,onion
cropped_26312_1.jpg,1.3,1.0,0.78,0.67,0.7596,19,onion
cropped_01122_1.jpg,0.71,1.0,0.72,0.51,0.7132,19,tent
cropped_01122_2.jpg,0.38,1.0,0.52,0.46,0.4373,19,tent
cropped_01122_3.jpg,0.6,1.0,0.7,0.61,0.7135,19,tent
cropped_13985_1.jpg,0.72,1.0,0.62,0.19,0.7376,21,onion
cropped_13985_2.jpg,1.92,1.0,0.8,0.92,0.7092,21,onion
cropped_13985_3.jpg,1.24,1.0,0.76,0.53,0.7842,21,onion
cropped_59112_1.jpg,0.79,1.0,0.79,0.55,0.7505,21,onion
cropped_00096_1.jpg,0.7,1.0,0.54,0.11,0.6919,19,onion
cropped_00096_2.jpg,0.67,1.0,0.59,0.13,0.7022,19,onion
cropped_00096_3.jpg,3.15,1.0,0.79,0.52,0.5372,19,onion
cropped_06569_1.jpg,1.17,1.0,0.9,0.61,0.7649,17,onion
cropped_06569_2.jpg,1.24,1.0,0.93,0.8,0.7696,17,onion
cropped_06569_3.jpg,0.76,1.0,0.86,0.76,0.7382,17,onion
cropped_06571_1.jpg,0.64,1.0,0.99,0.99,0.7346,17,tent
cropped_06571_2.jpg,0.72,1.0,0.99,0.99,0.7558,17,tent
cropped_06571_3.jpg,0.62,1.0,0.99,1.0,0.7296,17,tent
cropped_00091_1.jpg,1.06,1.0,0.99,0.99,0.7774,18,onion
cropped_00091_2.jpg,1.0,1.0,0.69,0.47,0.7922,18,onion
cropped_00091_3.jpg,0.99,1.0,0.7,0.52,0.7913,18,onion
cropped_23390_1.jpg,1.6,1.0,0.78,0.99,0.7164,19,onion
cropped_23390_2.jpg,1.6,1.0,0.71,0.42,0.7166,19,onion
cropped_23390_3.jpg,0.7,1.0,0.99,0.99,0.7514,19,onion
cropped_06568_1.jpg,2.65,1.0,0.7,0.32,0.5874,18,onion
cropped_06568_2.jpg,1.34,1.0,0.99,1.0,0.7592,18,onion
cropped_06568_3.jpg,0.87,1.0,0.53,0.15,0.7022,18,onion
cropped_00093_1.jpg,1.04,1.0,0.99,0.99,0.7779,18,onion
cropped_00093_2.jpg,0.75,1.0,0.64,0.24,0.7322,18,onion
cropped_00093_3.jpg,0.48,1.0,0.7,0.26,0.6845,18,onion
cropped_06572_1.jpg,1.04,1.0,0.99,1.0,0.7777,17,onion
cropped_06572_2.jpg,0.61,1.0,0.99,1.0,0.7262,17,onion
cropped_06572_3.jpg,1.63,1.0,0.54,0.54,0.5994,17,onion
cropped_05919_1.jpg,0.93,1.0,0.99,1.0,0.7769,18,tent
cropped_05919_2.jpg,0.89,1.0,0.99,1.0,0.7751,18,tent
cropped_05919_3.jpg,0.46,1.0,0.49,0.1,0.5522,18,tent
cropped_05098_1.jpg,1.54,1.0,0.6,0.19,0.725,16,helmet
cropped_05098_2.jpg,0.97,1.0,0.55,0.13,0.7316,16,helmet
cropped_05098_3.jpg,1.23,1.0,0.55,0.1,0.7262,16,helmet
cropped_05097_1.jpg,0.91,1.0,0.63,0.34,0.7331,16,helmet
cropped_05097_2.jpg,1.14,1.0,0.56,0.14,0.7182,16,helmet
cropped_05097_3.jpg,2.5,1.0,0.57,0.13,0.5864,16,helmet
cropped_08133_1.jpg,0.98,1.0,0.6,0.17,0.7503,19,onion
cropped_08133_2.jpg,0.74,1.0,0.99,1.0,0.7581,19,onion
cropped_08133_3.jpg,1.03,1.0,0.77,0.55,0.7824,19,onion
cropped_05125_1.jpg,0.5,1.0,0.65,0.32,0.6346,17,onion
cropped_05125_2.jpg,1.14,1.0,0.76,0.35,0.7851,17,onion
cropped_05125_3.jpg,0.87,1.0,0.69,0.97,0.7625,17,onion
cropped_09679_1.jpg,1.83,1.0,0.93,0.99,0.6881,19,helmet
cropped_09679_2.jpg,1.44,1.0,0.55,0.18,0.7227,19,helmet
cropped_09679_3.jpg,1.1,1.0,0.97,0.99,0.7747,19,helmet
cropped_00930_1.jpg,0.81,1.0,0.65,0.27,0.7438,17,tent
cropped_00930_2.jpg,0.55,1.0,0.55,0.19,0.6075,17,tent
cropped_00930_3.jpg,0.73,1.0,0.58,0.14,0.701,17,tent
cropped_00928_1.jpg,0.52,1.0,0.53,0.11,0.623,18,onion
cropped_00928_3.jpg,0.57,1.0,0.5,0.1,0.6189,18,onion
cropped_03193_1.jpg,0.46,1.0,0.54,0.15,0.5689,17,helmet
cropped_03193_2.jpg,0.94,1.0,0.52,0.12,0.7142,17,helmet
cropped_03193_3.jpg,0.58,1.0,0.57,0.26,0.6239,17,helmet
cropped_05102_1.jpg,0.8,1.0,0.64,0.15,0.7457,17,onion
cropped_05102_2.jpg,0.6,1.0,0.65,0.16,0.721,17,onion
cropped_05102_3.jpg,0.51,1.0,0.64,0.18,0.6871,17,onion
cropped_01705_1.jpg,1.24,1.0,0.72,0.39,0.7774,18,onion
cropped_01705_2.jpg,3.31,1.0,0.76,0.41,0.5284,18,onion
cropped_01705_3.jpg,2.25,1.0,0.78,0.39,0.637,18,onion
cropped_05870_1.jpg,0.79,1.0,0.58,0.26,0.6842,18,tent
cropped_05870_2.jpg,0.81,1.0,0.6,0.21,0.7029,18,tent
cropped_05870_3.jpg,0.97,1.0,0.66,0.23,0.7618,18,tent
cropped_05923_1.jpg,0.54,1.0,0.76,0.83,0.7214,18,onion
cropped_05923_2.jpg,0.42,1.0,0.65,0.16,0.6505,18,onion
cropped_05923_3.jpg,0.45,1.0,0.64,0.17,0.6577,18,onion
cropped_00937_1.jpg,0.56,1.0,0.65,0.16,0.7081,18,onion
cropped_00937_2.jpg,0.5,1.0,0.65,0.2,0.7022,18,onion
cropped_00937_3.jpg,0.42,1.0,0.64,0.16,0.6332,18,onion
cropped_01860_1.jpg,2.46,1.0,0.78,0.44,0.6181,16,helmet
cropped_01860_2.jpg,2.07,1.0,0.71,0.37,0.6504,16,helmet
cropped_01860_3.jpg,0.86,1.0,0.59,0.14,0.7448,16,helmet
cropped_00198_1.jpg,0.76,1.0,0.59,0.12,0.7327,18,onion
cropped_00198_2.jpg,0.65,1.0,0.58,0.12,0.701,18,onion
cropped_00198_3.jpg,0.8,1.0,0.58,0.12,0.7353,18,onion
cropped_00935_1.jpg,0.37,1.0,0.77,0.54,0.565,18,onion
cropped_00935_2.jpg,0.6,1.0,0.57,0.12,0.697,18,onion
cropped_00935_3.jpg,0.31,1.0,0.76,0.56,0.5077,18,onion
cropped_32471_1.jpg,1.15,1.0,0.83,1.0,0.7498,17,tent
cropped_32471_2.jpg,0.4,1.0,0.56,0.18,0.5225,17,tent
cropped_32471_3.jpg,0.52,1.0,0.59,0.23,0.6009,17,tent
cropped_00925_1.jpg,0.75,1.0,0.67,0.75,0.7373,18,onion
cropped_00925_2.jpg,0.72,1.0,0.99,0.99,0.7539,18,onion
